Image Path,Subfolder Name,mask_type
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_19/85.png,Mask_Trans_19,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_13/85.png,Mask_Half_13,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_38/85.png,Mask_Trans_38,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_56/85.png,Mask_Trans_56,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_27/85.png,Partial_Paperglass_27,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_34/85.png,Mask_Half_34,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_25/85.png,Mask_Trans_25,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_11/85.png,Mask_Mann_11,Mask_Mann
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_18/85.png,Partial_Mouth_18,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_22/85.png,Mask_Half_22,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_20/85.png,Mask_Half_20,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_54/85.png,Mask_Half_54,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_55/85.png,Mask_Trans_55,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Silicone_16/85.png,Mask_Silicone_16,Mask_Silicone
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_5/85.png,Partial_Mouth_5,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_68/85.png,Partial_Paperglass_68,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_30/85.png,Partial_Paperglass_30,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_34/85.png,Mask_Trans_34,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_2/85.png,Mask_Half_2,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_39/85.png,Mask_Half_39,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Paper_15/85.png,Mask_Paper_15,Mask_Paper
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_24/85.png,Mask_Trans_24,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_40/85.png,Mask_Mann_40,Mask_Mann
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Silicone_4/85.png,Mask_Silicone_4,Mask_Silicone
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_4/85.png,Mask_Mann_4,Mask_Mann
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_41/85.png,Partial_Paperglass_41,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_10/85.png,Mask_Half_10,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_33/85.png,Mask_Half_33,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_26/85.png,Partial_Paperglass_26,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_68/85.png,Mask_Half_68,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_31/85.png,Mask_Trans_31,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_21/85.png,Partial_Paperglass_21,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_13/85.png,Partial_Mouth_13,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_57/85.png,Partial_Paperglass_57,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_40/85.png,Mask_Half_40,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_24/85.png,Mask_Half_24,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_31/85.png,Mask_Mann_31,Mask_Mann
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Paper_12/85.png,Mask_Paper_12,Mask_Paper
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_7/85.png,Mask_Mann_7,Mask_Mann
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_1/85.png,Mask_Half_1,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_29/85.png,Mask_Trans_29,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_24/85.png,Partial_Mouth_24,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_123/85.png,Partial_Paperglass_123,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_6/85.png,Partial_Paperglass_6,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_52/85.png,Partial_Paperglass_52,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Paper_4/85.png,Mask_Paper_4,Mask_Paper
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Silicone_9/85.png,Mask_Silicone_9,Mask_Silicone
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_126/85.png,Partial_Paperglass_126,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_58/85.png,Mask_Trans_58,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_27/85.png,Mask_Trans_27,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_17/85.png,Partial_Mouth_17,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_12/85.png,Mask_Trans_12,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_27/85.png,Partial_Mouth_27,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_7/85.png,Partial_Mouth_7,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_69/85.png,Partial_Paperglass_69,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_52/85.png,Mask_Half_52,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_36/85.png,Mask_Trans_36,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Paper_14/85.png,Mask_Paper_14,Mask_Paper
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_65/85.png,Mask_Half_65,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_60/85.png,Mask_Half_60,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_46/85.png,Partial_Paperglass_46,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_45/85.png,Partial_Paperglass_45,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_41/85.png,Mask_Trans_41,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_46/85.png,Mask_Half_46,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_51/85.png,Mask_Half_51,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_19/85.png,Mask_Half_19,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_28/85.png,Partial_Mouth_28,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_1/85.png,Partial_Mouth_1,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_14/85.png,Partial_Paperglass_14,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_53/85.png,Mask_Trans_53,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_28/85.png,Mask_Mann_28,Mask_Mann
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_53/85.png,Partial_Paperglass_53,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_42/85.png,Mask_Trans_42,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_12/85.png,Partial_Paperglass_12,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Paper_2/85.png,Mask_Paper_2,Mask_Paper
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_56/85.png,Partial_Paperglass_56,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_35/85.png,Partial_Paperglass_35,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Mouth_10/85.png,Partial_Mouth_10,Partial_Mouth
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_11/85.png,Mask_Trans_11,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_124/85.png,Partial_Paperglass_124,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_29/85.png,Mask_Mann_29,Mask_Mann
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_59/85.png,Mask_Half_59,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Trans_59/85.png,Mask_Trans_59,Mask_Trans
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_4/85.png,Partial_Paperglass_4,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Half_32/85.png,Mask_Half_32,Mask_Half
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_49/85.png,Partial_Paperglass_49,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Partial_Paperglass_50/85.png,Partial_Paperglass_50,Partial_Paperglass
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/SiWMv2_processed/mask/Mask_Mann_26/85.png,Mask_Mann_26,Mask_Mann
