FPath,Subject,Dataset
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_525/frameNr_1096.png,mask_video_525,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_485/frameNr_871.png,mask_video_485,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_6/frameNr_3211.png,mask_video_6,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_352/frameNr_391.png,mask_video_352,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_292/frameNr_2041.png,mask_video_292,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_242/frameNr_1801.png,mask_video_242,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_266/frameNr_2956.png,mask_video_266,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_726/frameNr_11911.png,mask_video_726,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_100/frameNr_646.png,mask_video_100,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_247/frameNr_481.png,mask_video_247,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_24/frameNr_1576.png,mask_video_24,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_97/frameNr_646.png,mask_video_97,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_724/frameNr_631.png,mask_video_724,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_685/frameNr_1081.png,mask_video_685,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_549/frameNr_1186.png,mask_video_549,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_755/frameNr_1.png,mask_video_755,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_599/frameNr_211.png,mask_video_599,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_53/frameNr_6886.png,mask_video_53,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_114/frameNr_556.png,mask_video_114,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_398/frameNr_2596.png,mask_video_398,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_357/frameNr_466.png,mask_video_357,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_377/frameNr_4756.png,mask_video_377,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_764/frameNr_1276.png,mask_video_764,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_692/frameNr_106.png,mask_video_692,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_196/frameNr_691.png,mask_video_196,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_438/frameNr_931.png,mask_video_438,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_80/frameNr_691.png,mask_video_80,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_738/frameNr_1021.png,mask_video_738,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_63/frameNr_586.png,mask_video_63,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_345/frameNr_16.png,mask_video_345,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_149/frameNr_466.png,mask_video_149,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_683/frameNr_2446.png,mask_video_683,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_638/frameNr_9301.png,mask_video_638,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_385/frameNr_406.png,mask_video_385,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_148/frameNr_151.png,mask_video_148,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_409/frameNr_3976.png,mask_video_409,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_474/frameNr_46.png,mask_video_474,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_274/frameNr_12331.png,mask_video_274,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_641/frameNr_46.png,mask_video_641,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_234/frameNr_601.png,mask_video_234,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_122/frameNr_916.png,mask_video_122,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_303/frameNr_1051.png,mask_video_303,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_108/frameNr_106.png,mask_video_108,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_406/frameNr_256.png,mask_video_406,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_38/frameNr_3796.png,mask_video_38,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_602/frameNr_616.png,mask_video_602,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_59/frameNr_3481.png,mask_video_59,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_280/frameNr_421.png,mask_video_280,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_91/frameNr_4051.png,mask_video_91,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_746/frameNr_736.png,mask_video_746,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_355/frameNr_2071.png,mask_video_355,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_237/frameNr_9781.png,mask_video_237,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_207/frameNr_121.png,mask_video_207,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_225/frameNr_3391.png,mask_video_225,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_526/frameNr_1171.png,mask_video_526,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_568/frameNr_1861.png,mask_video_568,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_369/frameNr_181.png,mask_video_369,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_637/frameNr_361.png,mask_video_637,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_455/frameNr_2101.png,mask_video_455,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_65/frameNr_1051.png,mask_video_65,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_298/frameNr_286.png,mask_video_298,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_4/frameNr_706.png,mask_video_4,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_744/frameNr_16.png,mask_video_744,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_23/frameNr_316.png,mask_video_23,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_567/frameNr_2776.png,mask_video_567,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_323/frameNr_961.png,mask_video_323,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_39/frameNr_46.png,mask_video_39,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_169/frameNr_1306.png,mask_video_169,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_223/frameNr_1.png,mask_video_223,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_405/frameNr_2791.png,mask_video_405,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_293/frameNr_1816.png,mask_video_293,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_400/frameNr_1711.png,mask_video_400,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_99/frameNr_13951.png,mask_video_99,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_103/frameNr_361.png,mask_video_103,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_230/frameNr_9466.png,mask_video_230,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_141/frameNr_4831.png,mask_video_141,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_653/frameNr_616.png,mask_video_653,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_239/frameNr_616.png,mask_video_239,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_85/frameNr_571.png,mask_video_85,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_572/frameNr_1081.png,mask_video_572,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_507/frameNr_736.png,mask_video_507,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_179/frameNr_1126.png,mask_video_179,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_399/frameNr_241.png,mask_video_399,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_423/frameNr_2566.png,mask_video_423,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_121/frameNr_14656.png,mask_video_121,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_326/frameNr_1261.png,mask_video_326,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_89/frameNr_5611.png,mask_video_89,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_721/frameNr_721.png,mask_video_721,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_632/frameNr_61.png,mask_video_632,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_539/frameNr_196.png,mask_video_539,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_145/frameNr_9616.png,mask_video_145,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_445/frameNr_1.png,mask_video_445,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_462/frameNr_316.png,mask_video_462,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_573/frameNr_586.png,mask_video_573,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_520/frameNr_301.png,mask_video_520,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_188/frameNr_226.png,mask_video_188,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_688/frameNr_5221.png,mask_video_688,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_286/frameNr_451.png,mask_video_286,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_689/frameNr_5356.png,mask_video_689,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_37/frameNr_376.png,mask_video_37,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_414/frameNr_91.png,mask_video_414,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_494/frameNr_46.png,mask_video_494,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_440/frameNr_346.png,mask_video_440,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_735/frameNr_31.png,mask_video_735,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_174/frameNr_1861.png,mask_video_174,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_356/frameNr_586.png,mask_video_356,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_431/frameNr_1021.png,mask_video_431,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_482/frameNr_271.png,mask_video_482,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_659/frameNr_16.png,mask_video_659,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_343/frameNr_46.png,mask_video_343,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_277/frameNr_1111.png,mask_video_277,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_205/frameNr_76.png,mask_video_205,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_64/frameNr_16.png,mask_video_64,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_470/frameNr_226.png,mask_video_470,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_436/frameNr_601.png,mask_video_436,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_716/frameNr_1.png,mask_video_716,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_320/frameNr_2236.png,mask_video_320,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_475/frameNr_196.png,mask_video_475,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_321/frameNr_61.png,mask_video_321,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_428/frameNr_1.png,mask_video_428,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_729/frameNr_76.png,mask_video_729,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_43/frameNr_361.png,mask_video_43,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_221/frameNr_916.png,mask_video_221,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_644/frameNr_3406.png,mask_video_644,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_95/frameNr_9586.png,mask_video_95,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_22/frameNr_31.png,mask_video_22,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_273/frameNr_31.png,mask_video_273,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_672/frameNr_766.png,mask_video_672,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_413/frameNr_121.png,mask_video_413,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_616/frameNr_1006.png,mask_video_616,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_593/frameNr_8011.png,mask_video_593,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_105/frameNr_1981.png,mask_video_105,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_620/frameNr_31.png,mask_video_620,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_215/frameNr_511.png,mask_video_215,sil_mask_youtube_after_corr
/media/user/685b3289-4051-4530-9827-ef770d2e3f28/ml_projects_yeldar/sil_mask_youtube_after_corr/mask_video_40/frameNr_361.png,mask_video_40,sil_mask_youtube_after_corr
